final score,7017232: I am a gamer.,7017233: How many days per week do you game?,7017234: How often do you game in a team?,7017235: List the top 5 games you play with the most frequent first.,7017236: Does your gaming make you a better team player? How?,CODE,Gamer Group
84,True,2.0,Half of the time,"Warzone,OverWatch,Overcooked,Black ops 2,Hearthstone","Yes, I would think that gaming has helped my communication. I play team-based shooters most of the time so being able to communicate in real-time the situation keeps everyone on the same page. I try to be an active team member as much as possible.",UNCODED,Low Frequency
84,True,3.0,Some of the time,"Valorant,Rocket League,CS:GO,,","I feel that this question can be answered with both a yes and a no. I think that many people who play video games end up sacrificing using that time to socialize with people and end up being a little bit socially illiterate. Conversely, gaming (especially in teams) can promote **strategic** thinking and teamwork.",PRO-STR,Low Frequency
84,True,3.0,Some of the time,"Valorant,Rocket League,CS:GO,,","I feel that this question can be answered with both a yes and a no. I think that many people who play video games end up sacrificing using that time to socialize with people and end up being a little bit socially illiterate. Conversely, gaming (especially in **teams**) can promote strategic thinking and **teamwork**.",INT-GRP,Low Frequency
84,True,3.0,Half of the time,"God of War ,Apex Legends,Hallow Knight,Elden Ring,Star Wars Knights of the Old Republic","Yes, gaming in a team is one way of practicing team work that you would otherwise not have.",UNCODED,Low Frequency
85,True,7.0,Half of the time,"Chivalry 2,Risk of Rain 2,Blade and Sorcery,Insurgency: Sandstorm,Half-life: Alyx",Playing games effectively means working with others to accomplish various goals. Communication is the most important skill to utilize,UNCODED,High Frequency
85,True,7.0,Some of the time,"N/A,FF14,N/A,N/A,N/A","It does! When we have to take on encounters that are otherwise impossible solo, we learn to **work together** in a coordinated ""dance"" to become victorious!",CLB-COP,High Frequency
85,True,7.0,Some of the time,"N/A,FF14,N/A,N/A,N/A","It does! When we have to take on encounters that are otherwise impossible **solo**, we learn to work together in a coordinated ""dance"" to become victorious!",DEF-SLO,High Frequency
85,True,7.0,Always,"Ark,Rust,Destiny 2,Wizard 101,The forest","Yes, because i learned to stick with my **specific** role in a team and help out where needed.",COM-CLR,High Frequency
85,True,7.0,Always,"Ark,Rust,Destiny 2,Wizard 101,The forest","Yes, because i learned to stick with my specific **role** in a team and help out where needed.",CLB-MNG,High Frequency
85,True,7.0,Always,"Ark,Rust,Destiny 2,Wizard 101,The forest","Yes, because i learned to stick with my specific role in a team and **help** out where needed.",INT-OTH,High Frequency
85,True,2.0,Half of the time,"Elden Ring,Halo (All),Chess,Couch Co-Op Games,PUBG","As with most things, I'd say it's circumstantial and depends mostly on the perspective.

Yes - I used to play Halo 3 and compete on a professional level (i.e., sponsored team travel to tournaments with $25k+ prizes) and I would strongly agree that the communication skills, the ability to analyze (self/team/singular team members/other teams), and understanding scenarios present (in/out of game time, personality traits, mental states of team/opponents) contributed to my daily life outside of gaming for the better.

No - For any team activity to be successful, the individual knowledge/skills of the assignment/goal needs to be relatively close among team members. In gaming, even at competition level, the stakes/risks involved are fairly low I'd say and the knowledge/skill levels are able to categorized in tiers. Among teams away from gaming, with a far less **clear** tier system and livelihood tossed into the stakes, my experience of knowing how a team should be able to operate (even just fundamentally) can sometimes result in my team skills becoming more critical when team members aren't operating with a team mindset or the lack of effort is noticeably present among individual members.",COM-CLR,Low Frequency
85,True,2.0,Half of the time,"Elden Ring,Halo (All),Chess,Couch Co-Op Games,PUBG","As with most things, I'd say it's circumstantial and depends mostly on the perspective.

Yes - I used to play Halo 3 and compete on a professional level (i.e., sponsored team travel to tournaments with $25k+ prizes) and I would strongly agree that the communication **skills**, the ability to analyze (self/team/singular team members/other teams), and understanding scenarios present (in/out of game time, personality traits, mental states of team/opponents) contributed to my daily life outside of gaming for the better.

No - For any team activity to be successful, the individual knowledge/**skills** of the assignment/goal needs to be relatively close among team members. In gaming, even at competition level, the stakes/risks involved are fairly low I'd say and the knowledge/skill levels are able to categorized in tiers. Among teams away from gaming, with a far less clear tier system and livelihood tossed into the stakes, my experience of knowing how a team should be able to operate (even just fundamentally) can sometimes result in my team **skills** becoming more critical when team members aren't operating with a team mindset or the lack of effort is noticeably present among individual members.",CLB-MNG,Low Frequency
85,True,2.0,Half of the time,"Elden Ring,Halo (All),Chess,Couch Co-Op Games,PUBG","As with most things, I'd say it's circumstantial and depends mostly on the perspective.

Yes - I used to play Halo 3 and compete on a professional level (i.e., sponsored team travel to tournaments with $25k+ prizes) and I would strongly agree that the communication skills, the ability to analyze (self/team/singular team members/other teams), and understanding scenarios present (in/out of game time, personality traits, mental states of team/opponents) contributed to my daily life outside of gaming for the better.

No - For any team activity to be successful, the individual knowledge/skills of the assignment/**goal** needs to be relatively close among team members. In gaming, even at competition level, the stakes/risks involved are fairly low I'd say and the knowledge/skill levels are able to categorized in tiers. Among teams away from gaming, with a far less clear tier system and livelihood tossed into the stakes, my experience of knowing how a team should be able to operate (even just fundamentally) can sometimes result in my team skills becoming more critical when team members aren't operating with a team mindset or the lack of effort is noticeably present among individual members.",PRO-GOL,Low Frequency
85,True,2.0,Half of the time,"Elden Ring,Halo (All),Chess,Couch Co-Op Games,PUBG","As with most things, I'd say it's circumstantial and depends mostly on the perspective.

Yes - I used to play Halo 3 and compete on a professional level (i.e., sponsored team travel to tournaments with $25k+ prizes) and I would strongly agree that the communication skills, the ability to analyze (self/team/singular team members/other **teams**), and understanding scenarios present (in/out of game time, personality traits, mental states of team/opponents) contributed to my daily life outside of gaming for the better.

No - For any team activity to be successful, the individual knowledge/skills of the assignment/goal needs to be relatively close among team members. In gaming, even at competition level, the stakes/risks involved are fairly low I'd say and the knowledge/skill levels are able to categorized in tiers. Among **teams** away from gaming, with a far less clear tier system and livelihood tossed into the stakes, my experience of knowing how a team should be able to operate (even just fundamentally) can sometimes result in my team skills becoming more critical when team members aren't operating with a team mindset or the lack of effort is noticeably present among individual members.",INT-GRP,Low Frequency
85,True,2.0,Half of the time,"Elden Ring,Halo (All),Chess,Couch Co-Op Games,PUBG","As with most things, I'd say it's circumstantial and depends mostly on the **perspective**.

Yes - I used to play Halo 3 and compete on a professional level (i.e., sponsored team travel to tournaments with $25k+ prizes) and I would strongly agree that the communication skills, the ability to analyze (self/team/singular team members/other teams), and understanding scenarios present (in/out of game time, personality traits, mental states of team/opponents) contributed to my daily life outside of gaming for the better.

No - For any team activity to be successful, the individual knowledge/skills of the assignment/goal needs to be relatively close among team members. In gaming, even at competition level, the stakes/risks involved are fairly low I'd say and the knowledge/skill levels are able to categorized in tiers. Among teams away from gaming, with a far less clear tier system and livelihood tossed into the stakes, my experience of knowing how a team should be able to operate (even just fundamentally) can sometimes result in my team skills becoming more critical when team members aren't operating with a team mindset or the lack of effort is noticeably present among individual members.",INT-PER,Low Frequency
85,True,7.0,Most of the time,"Destiny 2,Minecraft,No Man's Sky,Fortnite,Factorio","I do believe that gaming makes me a better team player. When playing with others, you often have to **work together** to complete goals and objectives. To do this effectively, it means you have to listen to each other, be reliable and do your part, help each other improve, and come up with solutions to problems you inevitably encounter. I think those aspects of teamwork are universal concepts and translate very well to other scenarios in life, like working on a group project. ",CLB-COP,High Frequency
85,True,7.0,Most of the time,"Destiny 2,Minecraft,No Man's Sky,Fortnite,Factorio","I do believe that gaming makes me a better team player. When playing with others, you often have to work together to **complete goals** and objectives. To do this effectively, it means you have to listen to each other, be reliable and do your part, help each other improve, and come up with solutions to problems you inevitably encounter. I think those aspects of teamwork are universal concepts and translate very well to other scenarios in life, like working on a group project. ",PRO-GOL,High Frequency
85,True,7.0,Most of the time,"Destiny 2,Minecraft,No Man's Sky,Fortnite,Factorio","I do believe that gaming makes me a better **team player**. When playing with others, you often have to work together to complete goals and objectives. To do this effectively, it means you have to listen to each other, be reliable and do your part, help each other improve, and come up with solutions to problems you inevitably encounter. I think those aspects of **teamwork** are universal concepts and translate very well to other scenarios in life, like working on a **group** project. ",INT-GRP,High Frequency
85,True,7.0,Most of the time,"Destiny 2,Minecraft,No Man's Sky,Fortnite,Factorio","I do believe that gaming makes me a better team player. When playing with others, you often have to work together to complete goals and objectives. To do this effectively, it means you have to listen to each other, be reliable and do your part, **help** each other improve, and come up with solutions to problems you inevitably encounter. I think those aspects of teamwork are universal concepts and translate very well to other scenarios in life, like working on a group project. ",INT-OTH,High Frequency
85,True,2.0,Some of the time,"Stellaris,(Various mystery/detective games),Dragon Age,Stardew Valley,Hades","I'd say so, when I do play co-op or multiplayer games. Portal, for instance, requires two players to **work together** and theoretically not drop the other player into acidic sludge. Stardew co-op mode requires conversation on who is getting what and what to spend the pooled money on, such as whether to spend the money on a barn or coop or upgrade the house. Then there's always Overcooked or Surgeon Simulator or games along those lines that have definitely helped increase my patience when working with other people.",CLB-COP,Low Frequency
85,True,2.0,Some of the time,"Stellaris,(Various mystery/detective games),Dragon Age,Stardew Valley,Hades","I'd say so, when I do play **co-op** or **multiplayer** games. Portal, for instance, requires two players to work together and theoretically not drop the other player into acidic sludge. Stardew **co-op** mode requires conversation on who is getting what and what to spend the pooled money on, such as whether to spend the money on a barn or coop or upgrade the house. Then there's always Overcooked or Surgeon Simulator or games along those lines that have definitely helped increase my patience when working with other people.",INT-GRP,Low Frequency
85,True,2.0,Some of the time,"Stellaris,(Various mystery/detective games),Dragon Age,Stardew Valley,Hades","I'd say so, when I do play co-op or multiplayer games. Portal, for instance, requires two players to work together and theoretically not drop the other player into acidic sludge. Stardew co-op mode requires conversation on who is getting what and what to spend the pooled money on, such as whether to spend the money on a barn or coop or upgrade the house. Then there's always Overcooked or Surgeon Simulator or games along those lines that have definitely helped increase my **patience** when working with other people.",INT-PAT,Low Frequency
85,True,7.0,Most of the time,"Minecraft,Deep Rock Galactic,Apex Legends,Garry's Mod,Hunt Showdown","Gaming makes me a better team player. Normally I play with my friends in a game like Hunt Showdown where it is imperative that the team is **cooperative** and works as a single unit or else you will lose to a team that is better than you. Because of this I have a better sense of communication and when I play with random people, I play more effectively .",CLB-COP,High Frequency
85,True,7.0,Most of the time,"Minecraft,Deep Rock Galactic,Apex Legends,Garry's Mod,Hunt Showdown","Gaming makes me a better **team player**. Normally I play with my friends in a game like Hunt Showdown where it is imperative that the team is cooperative and works as a single unit or else you will lose to a team that is better than you. Because of this I have a better sense of communication and when I play with random people, I play more effectively .",INT-GRP,High Frequency
86,True,3.0,Most of the time,"rust,valorant,apex legends,Insurgency: Sandstorm,raft","Yes, by being able to communicate more effectively as a team the more likely we are to win the game or battle. ",UNCODED,Low Frequency
86,True,3.0,Half of the time,"GTA 5,League of Legends,MultiVersus,Rocket League,Risk of Rain 2","I believe the only reason I am good at working in a team is because of video games. You learn to trust another member of a team with a task, that you easily could have done, but it would have been less **efficient** because you were better than them at a different task. You learn to discover each others strength's and weaknesses and build a bond that gives you a huge advantage against others without the same chemistry.",COM-EFF,Low Frequency
86,True,3.0,Half of the time,"GTA 5,League of Legends,MultiVersus,Rocket League,Risk of Rain 2","I believe the only reason I am good at working in a team is because of video games. You learn to **trust** another member of a team with a task, that you easily could have done, but it would have been less efficient because you were better than them at a different task. You learn to discover each others strength's and weaknesses and build a **bond** that gives you a huge advantage against others without the same **chemistry**.",CLB-CMR,Low Frequency
86,True,3.0,Most of the time,"GTA,Valorant,Fortnite,,",Yes because you have to communicate what you are going to do in order to **help** the others on your team and be able to win.  You have to make choices that will benefit the team instead of ones that will only benefit you since you can't win alone in most of the games I play.,INT-OTH,Low Frequency
86,True,3.0,Most of the time,"GTA,Valorant,Fortnite,,",Yes because you have to communicate what you are going to do in order to help the others on your team and be able to win.  You have to make choices that will benefit the team instead of ones that will only benefit you since you can't win **alone** in most of the games I play.,DEF-SLO,Low Frequency
87,True,5.0,Never,"Valorant,League of Legends,Elden Ring,Rust,COD: Warzone","I mostly play team based games and have trouble relying on the randoms i get when it come to trying to achieve a higher elo or rank. Although they are randoms i still heavily use communication to gain the upper hand in matches. Having a preset team would help with the level of clarity in our communication, however there is a unsaid amount of **pressure** to constantly perform when playing with people you know. Competitive gaming is all about team communication and coordination, which directly translates into other team oriented activities. ",COM-PSR,High Frequency
87,True,5.0,Never,"Valorant,League of Legends,Elden Ring,Rust,COD: Warzone","I mostly play team based games and have trouble relying on the randoms i get when it come to trying to achieve a higher elo or rank. Although they are randoms i still heavily use communication to gain the upper hand in matches. Having a preset team would help with the level of **clarity** in our communication, however there is a unsaid amount of pressure to constantly perform when playing with people you know. Competitive gaming is all about team communication and coordination, which directly translates into other team oriented activities. ",COM-CLR,High Frequency
87,True,5.0,Never,"Valorant,League of Legends,Elden Ring,Rust,COD: Warzone","I mostly play team based games and have trouble relying on the randoms i get when it come to trying to achieve a higher elo or rank. Although they are randoms i still heavily use communication to gain the upper hand in matches. Having a preset team would help with the level of clarity in our communication, however there is a unsaid amount of pressure to constantly perform when playing with people you know. Competitive gaming is all about team communication and **coordination**, which directly translates into other team oriented activities. ",CLB-COP,High Frequency
87,True,5.0,Never,"Valorant,League of Legends,Elden Ring,Rust,COD: Warzone","I mostly play **team based games** and have trouble relying on the randoms i get when it come to trying to achieve a higher elo or rank. Although they are randoms i still heavily use communication to gain the upper hand in matches. Having a preset team would help with the level of clarity in our communication, however there is a unsaid amount of pressure to constantly perform when playing with people you know. Competitive gaming is all about team communication and coordination, which directly translates into other team oriented activities. ",INT-GRP,High Frequency
87,True,5.0,Never,"Valorant,League of Legends,Elden Ring,Rust,COD: Warzone","I mostly play team based games and have trouble relying on the randoms i get when it come to trying to achieve a higher elo or rank. Although they are randoms i still heavily use communication to gain the upper hand in matches. Having a preset team would **help** with the level of clarity in our communication, however there is a unsaid amount of pressure to constantly perform when playing with people you know. Competitive gaming is all about team communication and coordination, which directly translates into other team oriented activities. ",INT-OTH,High Frequency
87,True,2.0,Most of the time,"Rust,Team Fight Tactics,Minecraft,Fortnite,CSGO","Yes, playing games has helped me work better in teams since it has provided me with the experience of working in teams with various people and adapting to their **strengths and weaknesses**.",CLB-MNG,Low Frequency
87,True,2.0,Most of the time,"Rust,Team Fight Tactics,Minecraft,Fortnite,CSGO","Yes, playing games has helped me work better in teams since it has provided me with the experience of working in teams with various people and **adapting** to their strengths and weaknesses.",PRO-ADP,Low Frequency
87,True,2.0,Most of the time,"Rust,Team Fight Tactics,Minecraft,Fortnite,CSGO","Yes, playing games has helped me work better in **teams** since it has provided me with the experience of working in **teams** with various people and adapting to their strengths and weaknesses.",INT-GRP,Low Frequency
87,True,6.0,Half of the time,"Total War,Guilty Gear Strive,Destiny 2,Survival Games,Steam Games",I would say yes sometimes and no others. It really depends on the people you are with. It definitely teaches you how to handle some people that you are not the biggest fan of. Some games will also help you to divide up everyone's time to be the most **efficient** while also making sure you are getting the best thing available to you. ,COM-EFF,High Frequency
87,True,6.0,Half of the time,"Total War,Guilty Gear Strive,Destiny 2,Survival Games,Steam Games",I would say yes sometimes and no others. It really depends on the people you are with. It definitely teaches you how to handle some people that you are not the biggest fan of. Some games will also **help** you to divide up everyone's time to be the most efficient while also making sure you are getting the best thing available to you. ,INT-OTH,High Frequency
87,True,4.0,Most of the time,"Fortnite,Valorant,Sifu,Aimlabs,MineSweeper","It does because the game I play most frequently, Valorant, is a 5v5 first-person shooter. And I play ranked so everyone is competing so they can move up in rank. Comms are essential so we know where the enemy is and who is covering what strong points. So I recognize the need for constant communication and how if even one person is not in communication, then things can start to fall apart rapidly.",UNCODED,High Frequency
88,True,5.0,Some of the time,"Old Mario Sports Games,Super Smash Brothers Ultimate,Counter Strike: Mobile Offensive,Pokemon,Valheim","I think I try to keep my personality while gaming separate of anything useful I do. It can be super **collaborative** environment and also really toxic and I have the tendency to be both and rude if my teammates aren't pulling their own weight; since in a video game, I can just find new teammates.",CLB-COP,High Frequency
88,True,5.0,Some of the time,"Old Mario Sports Games,Super Smash Brothers Ultimate,Counter Strike: Mobile Offensive,Pokemon,Valheim","I think I try to keep my personality while gaming separate of anything useful I do. It can be super collaborative environment and also really toxic and I have the tendency to be both and rude if my teammates aren't pulling their own **weight**; since in a video game, I can just find new teammates.",SEF-DTR,High Frequency
88,True,5.0,Some of the time,"Old Mario Sports Games,Super Smash Brothers Ultimate,Counter Strike: Mobile Offensive,Pokemon,Valheim","I think I try to keep my personality while gaming separate of anything useful I do. It can be super collaborative environment and also really **toxic** and I have the tendency to be both and **rude** if my teammates aren't pulling their own weight; since in a video game, I can just find new teammates.",DEF-ISO,High Frequency
88,True,1.0,Some of the time,"Miitopia,Animal Crossing,Undertale,Sims 4,Graveyard Keeper","I think so as gaming requires open communication and **clear** directions when in a team, although I usually play by myself.",COM-CLR,Low Frequency
88,True,1.0,Some of the time,"Miitopia,Animal Crossing,Undertale,Sims 4,Graveyard Keeper","I think so as gaming requires open communication and clear directions when in a team, although I usually **play by myself**.",DEF-SLO,Low Frequency
88,True,2.0,Half of the time,"Valorant,2K,Fall Guys,Warzone,NHL","Yes, because it improves communication and **working as a team** can help complete goals/tasks easier.",CLB-COP,Low Frequency
88,True,2.0,Half of the time,"Valorant,2K,Fall Guys,Warzone,NHL","Yes, because it improves communication and working as a team can help **complete goals**/tasks easier.",PRO-GOL,Low Frequency
88,True,2.0,Half of the time,"Valorant,2K,Fall Guys,Warzone,NHL","Yes, because it improves communication and working as a team can **help** complete goals/tasks easier.",INT-OTH,Low Frequency
89,True,7.0,Some of the time,"The Legend of Zelda: Breath of the Wild,Super Smash Brothers Ultimate,Mario Kart 8: Deluxe,Risk of Rain 2,Jackbox Party Pack","I feel like my gaming does make me a better team player because some games that I play require a lot of **collaboration** and communication in order to succeed. Multiplayer games are the most common example of this, but I recently played a puzzle game called The Witness that required me and my girlfriend to share ideas on how we could approach and solve some of the puzzles in order to progress. In my opinion, these games are made more fun with teamwork and **collaboration**.",CLB-COP,High Frequency
89,True,7.0,Some of the time,"The Legend of Zelda: Breath of the Wild,Super Smash Brothers Ultimate,Mario Kart 8: Deluxe,Risk of Rain 2,Jackbox Party Pack","I feel like my gaming does make me a better team player because some games that I play require a lot of collaboration and communication in order to succeed. Multiplayer games are the most common example of this, but I recently played a puzzle game called The Witness that required me and my girlfriend to share ideas on how we could **approach** and solve some of the puzzles in order to progress. In my opinion, these games are made more fun with teamwork and collaboration.",PRO-STR,High Frequency
89,True,7.0,Some of the time,"The Legend of Zelda: Breath of the Wild,Super Smash Brothers Ultimate,Mario Kart 8: Deluxe,Risk of Rain 2,Jackbox Party Pack","I feel like my gaming does make me a better **team player** because some games that I play require a lot of collaboration and communication in order to succeed. **Multiplayer** games are the most common example of this, but I recently played a puzzle game called The Witness that required me and my girlfriend to share ideas on how we could approach and solve some of the puzzles in order to progress. In my opinion, these games are made more fun with **teamwork** and collaboration.",INT-GRP,High Frequency
89,True,4.0,Half of the time,"Factorio,Rocket League,Smash Bros,SlimeRancher,Terraria","Yeah, you have to be able to adapt to scenarios on the fly, and correlate the new **tactics** with your team. Being able to be on the same page and all contribute is important",PRO-STR,High Frequency
89,True,4.0,Half of the time,"Factorio,Rocket League,Smash Bros,SlimeRancher,Terraria","Yeah, you have to be able to **adapt to** scenarios on the fly, and correlate the new tactics with your team. Being able to be on the same page and all contribute is important",PRO-ADP,High Frequency
89,True,4.0,Some of the time,"Minecraft,Super Smash Bros,Mario Kart,Pokemon: Arceus,Luigis Mansion 3","Yes, in Minecraft I learned how to communicate with my friends so that we can all do something important, like I would go and collect wool to make beds to sleep in. My friend Rose would kill animals and find materials like coal to make sure we don't die by starvation, and my friend Dalila would collect wood, dirt, stone so that she could start to build the house. I would also kill mobs when my friends would try and build the house. It was both fun and helpful knowing that as a team we got stuff done more **efficiently** and faster.",COM-EFF,High Frequency
89,True,5.0,Most of the time,"Guilty Gear,League of Legends,Minecraft,Elden Ring,Osu!","Just like any other team activity, gaming requires you to be communicative and **cooperative** with your team so yes, I believe my gaming makes me a better team player.",CLB-COP,High Frequency
89,True,5.0,Most of the time,"Guilty Gear,League of Legends,Minecraft,Elden Ring,Osu!","Just like any other team activity, gaming requires you to be communicative and cooperative with your team so yes, I believe my gaming makes me a better **team player**.",INT-GRP,High Frequency
89,True,0.0,Half of the time,"Prototype,Terraria,Fallout: New Vegas,Don't Starve,Sims 4","I have noticed that playing games with friends (particularly ones where I've somehow managed to end up as The One Who Knows How To Play) has helped me get more comfortable being in a leader **role**, and dividing up tasks based on what the group thinks needs to be done. Not something that comes naturally, for sure - especially remembering who is doing what and checking up on them if we haven't touched base for a while.

I'm unsure how this will translate into class, if at all, since the circumstances are so different.",CLB-MNG,Low Frequency
89,True,0.0,Half of the time,"Prototype,Terraria,Fallout: New Vegas,Don't Starve,Sims 4","I have noticed that playing games with friends (particularly ones where I've somehow managed to end up as The One Who Knows How To Play) has helped me get more comfortable being in a leader role, and dividing up tasks based on what the **group** thinks needs to be done. Not something that comes naturally, for sure - especially remembering who is doing what and checking up on them if we haven't touched base for a while.

I'm unsure how this will translate into class, if at all, since the circumstances are so different.",INT-GRP,Low Frequency
89,True,0.0,Half of the time,"Prototype,Terraria,Fallout: New Vegas,Don't Starve,Sims 4","I have noticed that playing games with friends (particularly ones where I've somehow managed to end up as The One Who Knows How To Play) has helped me get more comfortable being in a leader role, and dividing up tasks based on what the group thinks needs to be done. Not something that comes naturally, for sure - especially remembering who is doing what and checking up on them if we haven't touched base for a while.

I'm **unsure** how this will translate into class, if at all, since the circumstances are so different.",SEF-LCK,Low Frequency
90,True,3.0,Half of the time,"Fall guys,Fallout,Call of duty,Minecraft,Halo","Depends on the game. FPS makes me a worse teammate, but last man(or team) standing type of games makes me better",UNCODED,Low Frequency
91,True,3.0,Some of the time,"The Last Of Us,Halo Reach,Skyrim,Stardew Valley,Overwatch","I don’t think it does, because gaming is more of an escapism and personal activity for me. I rarely play multi player games because of the incredibly toxic and sexist gamer **community** of **multiplayer** games, and when I do, I play exclusively to therapeutically mess with incel men who say incredibly inappropriate things to me by kicking their ass in a game. If games weren’t filled with the kind of man who will ask me to “suck his dick” the instant he finds out I am a female, maybe they would help me, but unfortunately, I don’t have the privilege of being a male gamer. ",INT-GRP,Low Frequency
91,True,3.0,Some of the time,"The Last Of Us,Halo Reach,Skyrim,Stardew Valley,Overwatch","I don’t think it does, because gaming is more of an escapism and personal activity for me. I rarely play multi player games because of the incredibly toxic and sexist gamer community of multiplayer games, and when I do, I play exclusively to therapeutically mess with incel men who say incredibly inappropriate things to me by kicking their ass in a game. If games weren’t filled with the kind of man who will ask me to “suck his dick” the instant he finds out I am a female, maybe they would **help** me, but unfortunately, I don’t have the privilege of being a male gamer. ",INT-OTH,Low Frequency
91,True,3.0,Some of the time,"The Last Of Us,Halo Reach,Skyrim,Stardew Valley,Overwatch","I don’t think it does, because gaming is more of an escapism and personal activity for me. I rarely play multi player games because of the incredibly **toxic** and sexist gamer community of multiplayer games, and when I do, I play exclusively to therapeutically mess with incel men who say incredibly inappropriate things to me by kicking their ass in a game. If games weren’t filled with the kind of man who will ask me to “suck his dick” the instant he finds out I am a female, maybe they would help me, but unfortunately, I don’t have the privilege of being a male gamer. ",DEF-ISO,Low Frequency
91,True,4.0,Some of the time,"Minecraft,Factorio,CS:GO,MGS:V,Fortnite",Yes. It helps me communicate better with others when I am put into high intensity situations.,UNCODED,High Frequency
91,True,5.0,Some of the time,"Battlefield,Baldurs Gate,PUBG,Elite Dangerous,Total War","Yes, the games I play that are in a team require **efficient** communication and trusting the other person to do their part.",COM-EFF,High Frequency
91,True,2.0,Some of the time,"Skate 3,GTA,Minecraft,Mario,Rocket League",Sure. If you want to win you **work as a team** which will make you a better team player.,CLB-COP,Low Frequency
91,True,2.0,Some of the time,"Skate 3,GTA,Minecraft,Mario,Rocket League",Sure. If you want to win you work as a team which will make you a better **team player**.,INT-GRP,Low Frequency
91,True,3.0,Half of the time,"Stardew Valley,Sky: Children of the Light,Team Fortress 2,Ori and the Will of the Wisps,Spiritfarer","Not necessarily. I feel like playing games can make someone both a better or a worse team member. Playing games sets in habits, whether they're good for teamwork or not. With the anonymity of the modern internet, people are much more prone to acting rude and volatile (to put it lightly). Playing alone also wouldn't help build good team habits. The only circumstance where playing computer games could help team skills is with others AND being open to cooperation to begin with.

In **short**, playing games do not inherently make someone a better team member. I personally think physical games, specifically sports, does more for teamwork than computer games.",COM-EFF,Low Frequency
91,True,3.0,Half of the time,"Stardew Valley,Sky: Children of the Light,Team Fortress 2,Ori and the Will of the Wisps,Spiritfarer","Not necessarily. I feel like playing games can make someone both a better or a worse team member. Playing games sets in habits, whether they're good for teamwork or not. With the anonymity of the modern internet, people are much more prone to acting rude and volatile (to put it lightly). Playing alone also wouldn't help build good team habits. The only circumstance where playing computer games could help team skills is with others AND being open to **cooperation** to begin with.

In short, playing games do not inherently make someone a better team member. I personally think physical games, specifically sports, does more for teamwork than computer games.",CLB-COP,Low Frequency
91,True,3.0,Half of the time,"Stardew Valley,Sky: Children of the Light,Team Fortress 2,Ori and the Will of the Wisps,Spiritfarer","Not necessarily. I feel like playing games can make someone both a better or a worse team member. Playing games sets in habits, whether they're good for teamwork or not. With the anonymity of the modern internet, people are much more prone to acting rude and volatile (to put it lightly). Playing alone also wouldn't help build good team habits. The only circumstance where playing computer games could help team **skills** is with others AND being open to cooperation to begin with.

In short, playing games do not inherently make someone a better team member. I personally think physical games, specifically sports, does more for teamwork than computer games.",CLB-MNG,Low Frequency
91,True,3.0,Half of the time,"Stardew Valley,Sky: Children of the Light,Team Fortress 2,Ori and the Will of the Wisps,Spiritfarer","Not necessarily. I feel like playing games can make someone both a better or a worse team member. Playing games sets in habits, whether they're good for **teamwork** or not. With the anonymity of the modern internet, people are much more prone to acting rude and volatile (to put it lightly). Playing alone also wouldn't help build good team habits. The only circumstance where playing computer games could help team skills is with others AND being open to cooperation to begin with.

In short, playing games do not inherently make someone a better team member. I personally think physical games, specifically sports, does more for **teamwork** than computer games.",INT-GRP,Low Frequency
91,True,3.0,Half of the time,"Stardew Valley,Sky: Children of the Light,Team Fortress 2,Ori and the Will of the Wisps,Spiritfarer","Not necessarily. I feel like playing games can make someone both a better or a worse team member. Playing games sets in habits, whether they're good for teamwork or not. With the anonymity of the modern internet, people are much more prone to acting rude and volatile (to put it lightly). Playing alone also wouldn't **help** build good team habits. The only circumstance where playing computer games could **help** team skills is with others AND being open to cooperation to begin with.

In short, playing games do not inherently make someone a better team member. I personally think physical games, specifically sports, does more for teamwork than computer games.",INT-OTH,Low Frequency
91,True,3.0,Half of the time,"Stardew Valley,Sky: Children of the Light,Team Fortress 2,Ori and the Will of the Wisps,Spiritfarer","Not necessarily. I feel like playing games can make someone both a better or a worse team member. Playing games sets in habits, whether they're good for teamwork or not. With the anonymity of the modern internet, people are much more prone to acting rude and volatile (to put it lightly). Playing **alone** also wouldn't help build good team habits. The only circumstance where playing computer games could help team skills is with others AND being open to cooperation to begin with.

In short, playing games do not inherently make someone a better team member. I personally think physical games, specifically sports, does more for teamwork than computer games.",DEF-SLO,Low Frequency
91,True,3.0,Half of the time,"Stardew Valley,Sky: Children of the Light,Team Fortress 2,Ori and the Will of the Wisps,Spiritfarer","Not necessarily. I feel like playing games can make someone both a better or a worse team member. Playing games sets in habits, whether they're good for teamwork or not. With the anonymity of the modern internet, people are much more prone to acting **rude** and volatile (to put it lightly). Playing alone also wouldn't help build good team habits. The only circumstance where playing computer games could help team skills is with others AND being open to cooperation to begin with.

In short, playing games do not inherently make someone a better team member. I personally think physical games, specifically sports, does more for teamwork than computer games.",DEF-ISO,Low Frequency
91,True,5.0,Most of the time,"Tetris,Rocket League,,,","I would say when I'm playing solo queue I am definitely not a better **team player** because I can't actually visualize that the people I'm playing with are real people or talk to them, so it allows me to get angry easier. However, when I'm playing in voice chat it does help because the tilt can get really bad and you have to be a **good teammate** to work through it. Pretty much the only game I play is Rocket League and I have thousands of hours at this point.",INT-GRP,High Frequency
